city;country;price;size;rooms;latitude;longitude;address
munich;DE;264900;21.55;1;48.1277214;11.6055187;"Haidhausen, München"
munich;DE;499999;65;2;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;1380000;148.52;5;48.0882932;11.5650783;"Harlaching, München"
munich;DE;398000;46;1.5;48.16257;11.4693724;"Obermenzing, München"
munich;DE;660000;36;1;48.1396562;11.5879211;"Lehel, München"
munich;DE;1140000;103.88;4;48.1571237;11.5097031;"Nymphenburg, München"
munich;DE;795000;111.24;4;48.1439688;11.6777725;"Riem, München"
munich;DE;695000;65.8;2;48.1180125;11.5390832;"Sendling, München"
munich;DE;580000;88.21;3;48.1000997;11.6306502;"Perlach, München"
munich;DE;650000;70.68;3;48.149554550000005;11.567753141783761;"Maxvorstadt, München"
munich;DE;945000;118.5;4;48.1477854;11.4607008;"Pasing, München"
munich;DE;545000;50.8;2.5;48.1317712;11.5558087;"Ludwigsvorstadt-Isarvorstadt, München"
munich;DE;990000;80;3;48.1542217;11.5315172;"Neuhausen, München"
munich;DE;638500;53.21;2;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;980000;81.5;2;48.1396562;11.5879211;"Lehel, München"
munich;DE;439000;53;2;48.0765906;11.5180779;"Solln, München"
munich;DE;678000;84;3;48.1141401;11.6142551;"Ramersdorf, München"
munich;DE;399000;61.98;2;48.2134294;11.5549136;"Hasenbergl, München"
munich;DE;495000;63;3;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;560000;104;3;48.1395506;11.5021658;"Laim, München"
munich;DE;1180000;90.38;3;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;583900;66.71;2;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;553900;59.6;2;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;1037000;95.13;3;48.1477854;11.4607008;"Pasing, München"
munich;DE;1099000;100.82;3;48.1477854;11.4607008;"Pasing, München"
munich;DE;1099000;96.04;4;48.149554550000005;11.567753141783761;"Maxvorstadt, München"
munich;DE;397500;51.75;2;48.1000997;11.6306502;"Perlach, München"
munich;DE;249000;22.66;1;48.1373502;11.6168702;"Steinhauser Straße 1, Haidhausen, München"
munich;DE;650000;90.59;3;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;1563000;107;3.5;48.1277214;11.6055187;"Haidhausen, München"
munich;DE;595000;79.04;3;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;685000;98;3;48.118064;11.4818417;"Hadern, München"
munich;DE;725000;111;4.5;48.1439688;11.6777725;"Riem, München"
munich;DE;6300000;225;4;48.1317712;11.5558087;"Ludwigsvorstadt-Isarvorstadt, München"
munich;DE;689800;74.83;3;48.1011082;11.6294353;"Ottobrunner Straße 14-16, Perlach, München"
munich;DE;499800;54.86;2;48.1011082;11.6294353;"Ottobrunner Straße 14-16, Perlach, München"
munich;DE;210000;45.83;2;48.123832;11.664234;"Karpfenstraße 22, Trudering, München"
munich;DE;659000;100;4;48.0765906;11.5180779;"Solln, München"
munich;DE;280000;41;1;48.1099559;11.5079621;"Werdenfelsstraße XXXX, Sendling-Westpark, München"
munich;DE;790000;81;2.5;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;570000;70;2;48.1700887;11.5884858;"Schwabing, München"
munich;DE;379000;44.04;2;48.1798949;11.5105712;"Moosach, München"
munich;DE;519000;97.48;4;48.1000997;11.6306502;"Perlach, München"
munich;DE;545000;48;1;48.1396562;11.5879211;"Lehel, München"
munich;DE;729000;89;3;48.11181345;11.603676427561247;"Harsdörfer Str. 1, Ramersdorf, München"
munich;DE;495000;65;3;48.1252712;11.4823456;"Willibaldstr. 132, Hadern, München"
munich;DE;435000;60.25;2;48.1260355;11.6633383;"Trudering, München"
munich;DE;729000;65;3;48.1053782;11.6982814;"Waldschulstraße 75, Trudering, München"
munich;DE;639000;64;2;48.1053782;11.6982814;"Waldschulstraße 75, Trudering, München"
munich;DE;629000;90;4;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;950000;54.44;2;48.1277214;11.6055187;"Haidhausen, München"
munich;DE;920000;84.26;3;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;475000;54.28;1.5;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;1190000;151;3;48.0765906;11.5180779;"Solln, München"
munich;DE;350000;53.4;2;48.1260355;11.6633383;"Trudering, München"
munich;DE;749000;73.45;2.5;48.149554550000005;11.567753141783761;"Maxvorstadt, München"
munich;DE;1200000;83;3;48.1317712;11.5558087;"Ludwigsvorstadt-Isarvorstadt, München"
munich;DE;460000;58;2;48.1260355;11.6633383;"Trudering, München"
munich;DE;949000;84.07;3;48.1149632;11.5701894;"Untergiesing, München"
munich;DE;3500000;186;5.5;48.1700887;11.5884858;"Schwabing, München"
munich;DE;798000;95.94;3;48.1682709;11.5698727;"Schwabing-West, München"
munich;DE;580000;85;3;48.1234833;11.6334511;"Berg am Laim, München"
munich;DE;720000;82;3;48.1753013;11.5077757;"Netzerstr. 70, Moosach, München"
munich;DE;324000;40.21;1;48.0729468;11.520821;"Wolfratshauser Str. 207, Solln, München"
munich;DE;520000;72;3;48.196576949999994;11.580568129112311;"Franz-Metzner-Straße 5, Am Hart, München"
munich;DE;486000;62.51;2;48.1801726;11.405779;"Lochhausen, München"
munich;DE;489000;62.51;2;48.1801726;11.405779;"Lochhausen, München"
munich;DE;4329000;207.33;4;48.1604395;11.6148256;"Flemingstraße 57c, Bogenhausen, München"
munich;DE;790000;78.61;3;48.16257;11.4693724;"Obermenzing, München"
munich;DE;415000;64.71;3;;;"Josef-Ritz-Weg 13, Berg am Laim, München"
munich;DE;1100000;95;3.5;48.1317712;11.5558087;"Ludwigsvorstadt-Isarvorstadt, München"
munich;DE;495000;59.25;2;48.1477854;11.4607008;"Pasing, München"
munich;DE;515000;70.79;2.5;48.1000997;11.6306502;"Perlach, München"
munich;DE;530000;58.22;2;48.1507311;11.4806515;"Hermine-von-Parish-Str. 44, Obermenzing, München"
munich;DE;420000;57;2;48.1682709;11.5698727;"Schwabing-West, München"
munich;DE;685000;96.6;4;48.0788504;11.5135192;"Plattlinger Str. 63, Solln, München"
munich;DE;1195000;117;3.5;48.0765906;11.5180779;"Solln, München"
munich;DE;2390000;96;2;48.149554550000005;11.567753141783761;"Maxvorstadt, München"
munich;DE;799000;74;3;48.1395506;11.5021658;"Laim, München"
munich;DE;849600;103;5;48.1271812;11.4691733;"Wastl-Witt-Str. 38, Hadern, München"
munich;DE;2095000;294;9;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;2095000;294;9;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;1495000;88.2;3;48.1317712;11.5558087;"Ludwigsvorstadt-Isarvorstadt, München"
munich;DE;12500000;486;7;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;699000;92;3;48.1000997;11.6306502;"Perlach, München"
munich;DE;834000;115;3;48.1260355;11.6633383;"Trudering, München"
munich;DE;755000;83.71;2.5;48.2008117;11.5158311;"Blausternweg 9, Feldmoching, München"
munich;DE;649000;90;2;48.0882932;11.5650783;"Harlaching, München"
munich;DE;1179000;93.6;3;48.118064;11.4818417;"Hadern, München"
munich;DE;2469000;206.44;6;48.118064;11.4818417;"Hadern, München"
munich;DE;568900;57;2;48.114592;11.6615367;"Eigerstraße 46, Trudering, München"
munich;DE;620900;66;2;48.114592;11.6615367;"Eigerstraße 46, Trudering, München"
munich;DE;695000;83;4;48.16257;11.4693724;"Obermenzing, München"
munich;DE;699900;65.4;2;48.1287534;11.5861193;"Au, München"
munich;DE;737900;70;2;48.1204091;11.6739248;"Michael-Seidl-Straße 8, Trudering, München"
munich;DE;693900;70;3;48.1204091;11.6739248;"Michael-Seidl-Straße 8, Trudering, München"
munich;DE;1334000;143.54;5;48.1768839;11.4760583;"Untermenzing, München"
munich;DE;1050000;118;3;48.16257;11.4693724;"Obermenzing, München"
munich;DE;425000;51;2;48.1337822;11.5410566;"Schwanthalerhöhe, München"
munich;DE;960000;121;5;48.1880257;11.4724139;"Angerlohstraße 48, Allach, München"
munich;DE;555000;46;1;48.149554550000005;11.567753141783761;"Maxvorstadt, München"
munich;DE;369000;30.67;1;48.1043761;11.5699822;"Grünwalder Straße 65, Untergiesing, München"
munich;DE;759000;68.27;3;48.1043761;11.5699822;"Grünwalder Straße 65, Untergiesing, München"
munich;DE;715000;74.12;3;48.0927473;11.5214863;"Perchastrasse 3, Forstenried, München"
munich;DE;899500;92.3;3;48.0927473;11.5214863;"Perchastrasse 3, Forstenried, München"
munich;DE;885500;104.52;3;48.1707087;11.4100717;"Am Loferfeld 14, Aubing, München"
munich;DE;658800;49.11;2;48.0725441;11.527687;"Bertelestrasse 75, Solln, München"
munich;DE;773800;57.2;2;48.0725441;11.527687;"Bertelestrasse 75, Solln, München"
munich;DE;1259800;92.8;3;48.0725441;11.527687;"Bertelestrasse 75, Solln, München"
munich;DE;658800;49.11;2;48.0725441;11.527687;"Bertelestrasse 75, Solln, München"
munich;DE;1668800;126.12;3;48.0725441;11.527687;"Bertelestrasse 75, Solln, München"
munich;DE;2463800;182.7;4;48.0725441;11.527687;"Bertelestrasse 75, Solln, München"
munich;DE;550000;74;2;48.1542217;11.5315172;"Neuhausen, München"
munich;DE;750000;85;3;48.1337822;11.5410566;"Schwanthalerhöhe, München"
munich;DE;1500000;108;3;48.1682709;11.5698727;"Schwabing-West, München"
munich;DE;590000;88.5;4.5;48.118064;11.4818417;"Hadern, München"
munich;DE;790000;112;4;48.1542217;11.5315172;"Neuhausen, München"
munich;DE;1750000;174;4;48.0882932;11.5650783;"Harlaching, München"
